origin,destination,distance
51,100,117272.897587535
51,101,145547.661606557
51,102,145547.661606557
51,103,171136.955868908
51,105,285216.520357283
51,146,51607.0466972778
51,147,82284.9677248593
51,149,87386.8586321639
51,150,107971.204268995
51,151,108131.296432628
53,1,197578.40725315
53,3,99757.9258214608
53,5,26615.3417615161
53,8,302182.478129724
53,10,301758.214061012
53,11,265014.730807874
53,14,62687.0729632979
53,16,52612.9229015991
53,17,50294.6694825867
53,18,52612.9229015991
53,20,276928.126705207
53,21,273268.451929957
53,22,107829.709543214
53,24,120528.967287368
53,25,39731.3117858155
53,28,116169.810238573
53,34,126975.616783296
53,36,66016.252570048
53,37,120036.591795009
53,38,36475.8942578162
53,39,125666.224567745
53,40,237393.299927987
53,47,113530.010898883
53,51,117989.414346468
53,62,299686.74597249
53,63,309707.714480062
53,64,306048.793206642
53,66,222037.764299719
53,68,255467.671431701
53,69,255138.92966565
53,78,237584.667333219
53,79,213254.79328872
53,85,257186.677332717
53,86,255621.429748467
53,89,228067.609363937
53,90,255242.065880436
53,100,211876.040262737
53,101,240150.804281759
53,102,240150.804281759
53,103,265740.09854411
53,105,246887.620264703
53,146,139743.203711065
53,147,161280.678382054
53,149,181990.001307365
53,150,162112.019176048
53,151,174538.828760807
62,1,417604.638971755
62,3,301933.376686399
62,5,283373.378063515
62,8,522208.709848329
62,10,521784.445779617
62,11,485040.962526478
62,14,293252.618760049
62,16,279333.926480511
62,17,277015.673061499
62,18,279333.926480511
62,20,496954.358423811
62,21,493294.683648562
62,22,254866.279468832
62,24,349583.678028121
62,25,274538.745787682
62,28,267198.624270649
62,34,356030.327524049
62,36,296581.798366799
62,37,270829.337849585
62,38,275789.534430594
62,39,354720.935308498
62,40,457419.531646592
62,47,191158.242077262
62,51,205083.603297287
62,53,299686.745972494
62,63,32961.8028750122
62,64,29211.08349444
62,66,110337.146290991
62,68,88775.7720782467
62,69,88375.7720782467
62,78,118844.47250244
62,79,123835.109295067
62,85,91860.3692129961
62,86,90295.1216287462
62,89,448093.841082542
62,90,475268.297599041
62,100,119426.172710311
62,101,74386.7313534659
62,102,74386.7313534659
62,103,66972.102839618
62,105,466913.851983308
62,146,206590.790984056
62,147,181824.610099305
62,149,138819.949769129
62,150,210658.629834901
62,151,175349.901037164
63,1,427625.607479326
63,3,311954.345193969
63,5,293394.346571085
63,8,532229.678355898
63,10,531805.414287187
63,11,495061.931034049
63,14,303273.58726762
63,16,289354.894988082
63,17,287036.641569069
63,18,289354.894988082
63,20,506975.326931382
63,21,503315.652156132
63,22,264887.247976402
63,24,359604.646535692
63,25,284559.714295252
63,28,277219.592778219
63,34,366051.29603162
63,36,306602.76687437
63,37,280850.306357156
63,38,285810.502938165
63,39,364741.903816069
63,40,467440.500154162
63,47,201179.210584833
63,51,215104.571804858
63,53,309707.714480065
63,62,32961.8028750122
63,64,13725.3892083777
63,66,119491.799071177
63,68,94438.7713949164
63,69,94038.7713949164
63,78,127999.125282626
63,79,133328.238686512
63,85,97523.3685296657
63,86,95958.1209454159
63,89,458114.809590113
63,90,485289.266106612
63,100,129447.141217881
63,101,84407.6998610364
63,102,84407.6998610364
63,103,76993.0713471883
63,105,476934.820490878
63,146,216611.759491627
63,147,191317.739490752
63,149,148840.9182767
63,150,220151.759226347
63,151,184843.03042861
64,1,423966.686205905
64,3,308295.423920549
64,5,289735.425297665
64,8,528570.757082479
64,10,528146.493013767
64,11,491403.009760629
64,14,299614.665994199
64,16,285695.973714662
64,17,283377.720295649
64,18,285695.973714662
64,20,503316.405657962
64,21,499656.730882712
64,22,261228.326702982
64,24,355945.725262271
64,25,280900.793021832
64,28,273560.671504799
64,34,362392.374758199
64,36,302943.845600949
64,37,277191.385083735
64,38,282151.581664745
64,39,361082.982542648
64,40,463781.578880742
64,47,197520.289311413
64,51,211445.650531438
64,53,306048.793206645
64,62,29211.08349444
64,63,13725.3892083777
64,66,115832.877797757
64,68,91492.4324609895
64,69,91092.4324609895
64,78,124340.204009206
64,79,129669.317413092
64,85,94577.0295957388
64,86,93011.782011489
64,89,454455.888316693
64,90,481630.344833192
64,100,125788.219944461
64,101,80748.7785876162
64,102,80748.7785876162
64,103,73334.1500737683
64,105,473275.899217458
64,146,212952.838218207
64,147,187658.818217331
64,149,145181.997003279
64,150,216492.837952927
64,151,181184.10915519
66,1,334354.178311575
66,3,218682.916026218
66,5,205724.396390742
66,8,438958.249188149
66,10,438533.985119437
66,11,401790.501866298
66,14,215603.637087277
66,16,201684.944807739
66,17,199366.691388726
66,18,201684.944807739
66,20,413703.897763631
66,21,410044.222988381
66,22,173268.29465115
66,24,271934.696355349
66,25,196889.764114909
66,28,185600.639452967
66,34,277118.953947817
66,36,218932.816694027
66,37,189231.353031904
66,38,198140.552757822
66,39,275101.357799766
66,40,374169.070986411
66,47,135030.350469062
66,51,146438.40423364
66,53,222037.764299722
66,62,110337.146290991
66,63,119491.799071177
66,64,115832.877797757
66,68,40843.4562846093
66,69,40514.7145185586
66,78,16755.4175279993
66,79,15269.6321101982
66,85,42562.4621856255
66,86,40997.2146013757
66,89,364843.380422362
66,90,392017.836938861
66,100,78882.586059627
66,101,67027.897132482
66,102,67027.897132482
66,103,90308.2039324993
66,105,383663.391323128
66,146,124767.18217455
66,147,85299.6273144379
66,149,78058.1916527404
66,150,110392.589767691
66,151,71007.1367812905
68,1,367784.085443553
68,3,252112.823158197
68,5,239154.303522722
68,8,472388.156320127
68,10,471963.892251415
68,11,435220.408998276
68,14,249033.544219256
68,16,235114.851939718
68,17,232796.598520706
68,18,235114.851939718
68,20,447133.804895609
68,21,443474.130120359
68,22,206698.201783129
68,24,305364.603487328
68,25,230319.671246889
68,28,219030.546584946
68,34,310548.861079795
68,36,252362.723826006
68,37,222661.260163882
68,38,231570.459889802
68,39,308531.264931744
68,40,407598.978118389
68,47,156406.715257804
68,51,170332.076477829
68,53,255467.671431701
68,62,88775.7720782467
68,63,94438.7713949164
68,64,91492.4324609894
68,66,40843.4562846092
68,69,400
68,78,49350.7824960583
68,79,54679.895899945
68,85,7241.32716502113
68,86,5676.07958077128
68,89,398273.28755434
68,90,425447.744070839
68,100,88154.0398147888
68,101,61641.6946956542
68,102,61641.6946956542
68,103,80237.5479847315
68,105,417093.298455106
68,146,158197.089306529
68,147,118729.534446416
68,149,97364.0923886795
68,150,147011.302868902
68,151,109246.974704847
69,1,367455.343677502
69,3,251784.081392146
69,5,238825.561756671
69,8,472059.414554076
69,10,471635.150485364
69,11,434891.667232226
69,14,248704.802453206
69,16,234786.110173668
69,17,232467.856754655
69,18,234786.110173668
69,20,446805.063129559
69,21,443145.388354309
69,22,206369.460017078
69,24,305035.861721278
69,25,229990.929480838
69,28,218701.804818895
69,34,310220.119313744
69,36,252033.982059956
69,37,222332.518397832
69,38,231241.718123751
69,39,308202.523165694
69,40,407270.236352339
69,47,156077.973491753
69,51,170003.334711779
69,53,255138.929665651
69,62,88375.7720782467
69,63,94038.7713949164
69,64,91092.4324609894
69,66,40514.7145185586
69,68,400
69,78,49022.0407300076
69,79,54351.1541338944
69,85,6912.58539897045
69,86,5347.3378147206
69,89,397944.54578829
69,90,425119.002304789
69,100,87825.2980487381
69,101,61312.9529296035
69,102,61312.9529296035
69,103,79837.5479847315
69,105,416764.556689055
69,146,157868.347540478
69,147,118400.792680365
69,149,97035.3506226289
69,150,146682.561102851
69,151,108918.232938796
78,1,349901.081345073
78,3,234229.819059717
78,5,221271.299424241
78,8,454505.152221647
78,10,454080.888152935
78,11,417337.404899797
78,14,231150.540120776
78,16,217231.847841238
78,17,214913.594422225
78,18,217231.847841238
78,20,429250.80079713
78,21,425591.12602188
78,22,188815.197684649
78,24,287481.599388848
78,25,212436.667148408
78,28,201147.542486466
78,34,292665.856981315
78,36,234479.719727526
78,37,204778.256065402
78,38,213687.455791321
78,39,290648.260833264
78,40,389715.97401991
78,47,150577.253502562
78,51,161985.30726714
78,53,237584.667333221
78,62,118844.47250244
78,63,127999.125282626
78,64,124340.204009206
78,66,16755.4175279993
78,68,49350.7824960584
78,69,49022.0407300077
78,79,31977.8360426976
78,85,51069.7883970746
78,86,49504.5408128248
78,89,380390.28345586
78,90,407564.739972359
78,100,90901.3322762188
78,101,77140.4855909295
78,102,77140.4855909295
78,103,99352.6942529353
78,105,399210.294356626
78,146,140314.085208048
78,147,100846.530347936
78,149,91316.212315886
78,150,125939.49280119
78,151,87715.3407137896
79,1,325571.207300577
79,3,209899.94501522
79,5,196941.425379744
79,8,430175.278177151
79,10,429751.014108439
79,11,393007.5308553
79,14,206820.666076278
79,16,192901.973796741
79,17,190583.720377728
79,18,192901.973796741
79,20,404920.926752633
79,21,401261.251977383
79,22,164485.323640152
79,24,263151.72534435
79,25,188106.793103911
79,28,176817.668441969
79,34,268335.982936819
79,36,210149.845683028
79,37,180448.382020906
79,38,189357.581746824
79,39,266318.386788768
79,40,365386.099975413
79,47,126247.379458064
79,51,137655.433222642
79,53,213254.793288724
79,62,123835.109295067
79,63,133328.238686512
79,64,129669.317413092
79,66,15269.6321101982
79,68,54679.8958999451
79,69,54351.1541338944
79,78,31977.8360426976
79,85,56398.9018009614
79,86,54833.6542167115
79,89,356060.409411364
79,90,383234.865927863
79,100,84244.2489928746
79,101,77504.2903347319
79,102,77504.2903347319
79,103,102861.995336747
79,105,374880.42031213
79,146,115984.211163552
79,147,76516.6563034399
79,149,83419.854585988
79,150,101609.618756693
79,151,60300.1934536611
85,1,369503.091344569
85,3,253831.829059213
85,5,240873.309423738
85,8,474107.162221143
85,10,473682.898152431
85,11,436939.414899293
85,14,250752.550120273
85,16,236833.857840735
85,17,234515.604421722
85,18,236833.857840735
85,20,448852.810796626
85,21,445193.136021376
85,22,208417.207684145
85,24,307083.609388345
85,25,232038.677147905
85,28,220749.552485962
85,34,312267.866980811
85,36,254081.729727023
85,37,224380.266064899
85,38,233289.465790818
85,39,310250.27083276
85,40,409317.984019406
85,47,158125.721158821
85,51,172051.082378846
85,53,257186.677332718
85,62,91860.3692129961
85,63,97523.3685296657
85,64,94577.0295957387
85,66,42562.4621856256
85,68,7241.32716502113
85,69,6912.58539897045
85,78,51069.7883970747
85,79,56398.9018009614
85,86,1565.24758424985
85,89,399992.293455357
85,90,427166.749971856
85,100,89873.0457158051
85,101,63396.3297136451
85,102,63396.3297136451
85,103,82330.6596139818
85,105,418812.304356122
85,146,159916.095207545
85,147,120448.540347432
85,149,99083.0982896959
85,150,148730.308769919
85,151,110965.980605863
86,1,367937.84376032
86,3,252266.581474963
86,5,239308.061839488
86,8,472541.914636894
86,10,472117.650568182
86,11,435374.167315043
86,14,249187.302536023
86,16,235268.610256485
86,17,232950.356837472
86,18,235268.610256485
86,20,447287.563212376
86,21,443627.888437126
86,22,206851.960099896
86,24,305518.361804095
86,25,230473.429563655
86,28,219184.304901712
86,34,310702.619396561
86,36,252516.482142773
86,37,222815.018480649
86,38,231724.218206568
86,39,308685.023248511
86,40,407752.736435156
86,47,156560.473574571
86,51,170485.834794596
86,53,255621.429748468
86,62,90295.1216287462
86,63,95958.1209454159
86,64,93011.7820114889
86,66,40997.2146013757
86,68,5676.07958077128
86,69,5347.3378147206
86,78,49504.5408128248
86,79,54833.6542167115
86,85,1565.24758424985
86,89,398427.045871107
86,90,425601.502387606
86,100,88307.7981315553
86,101,61831.0821293953
86,102,61831.0821293953
86,103,80765.412029732
86,105,417247.056771872
86,146,158350.847623295
86,147,118883.292763182
86,149,97517.850705446
86,150,147165.061185669
86,151,109400.733021613
89,1,39812.804829233
89,3,147319.673342336
89,5,205054.896686269
89,8,95643.2067984415
89,10,95218.9427297296
89,11,58475.4594765939
89,14,169277.594715138
89,16,187250.6985031
89,17,184932.445084088
89,18,187250.6985031
89,20,54606.7040676202
89,21,50947.0292923705
89,22,206322.418458901
89,24,116336.511909253
89,25,189639.241303274
89,28,200761.906216762
89,34,101469.701344638
89,36,173078.910276888
89,37,204628.687773198
89,38,191744.501510621
89,39,102814.283816639
89,40,70204.6029363851
89,47,261937.106008934
89,51,266396.509456519
89,53,228067.609363939
89,62,448093.841082543
89,63,458114.809590115
89,64,454455.888316695
89,66,364843.380422361
89,68,398273.287554343
89,69,397944.545788292
89,78,380390.28345586
89,79,356060.409411362
89,85,399992.293455359
89,86,398427.045871109
89,90,29836.7863242963
89,100,360283.13537279
89,101,388557.899391812
89,102,388557.899391812
89,103,414147.193654163
89,105,27548.5291572496
89,146,288025.596911705
89,147,304275.148886694
89,149,330397.096417418
89,150,284128.562478358
89,151,310940.159222691
90,1,65187.3865847765
90,3,174494.129858834
90,5,232229.353202767
90,8,88366.6460633319
90,10,87942.38199462
90,11,51198.8987414841
90,14,196452.051231635
90,16,214425.155019597
90,17,212106.901600585
90,18,214425.155019597
90,20,31318.5318854583
90,21,27658.8571102085
90,22,233496.874975399
90,24,143510.968425751
90,25,216813.697819771
90,28,227936.362733259
90,34,128644.157861136
90,36,200253.366793385
90,37,231803.144289696
90,38,218918.958027118
90,39,129988.740333136
90,40,97379.0594528822
90,47,289111.562525432
90,51,293570.965973016
90,53,255242.065880436
90,62,475268.297599041
90,63,485289.266106613
90,64,481630.344833193
90,66,392017.836938859
90,68,425447.74407084
90,69,425119.00230479
90,78,407564.739972358
90,79,383234.86592786
90,85,427166.749971857
90,86,425601.502387607
90,89,29836.7863242963
90,100,387457.591889288
90,101,415732.35590831
90,102,415732.35590831
90,103,441321.650170661
90,105,28216.9027022297
90,146,315200.053428203
90,147,331449.605403192
90,149,357571.552933916
90,150,311303.018994856
90,151,338114.615739189
100,1,329793.933262
100,3,214122.670976643
100,5,195562.672353759
100,8,434398.004138574
100,10,433973.740069862
100,11,397230.256816723
100,14,205441.913050294
100,16,191523.220770756
100,17,189204.967351743
100,18,191523.220770756
100,20,409143.652714056
100,21,405483.977938806
100,22,167055.573759076
100,24,261772.972318366
100,25,186728.040077926
100,28,179387.918560893
100,34,268219.621814294
100,36,208771.092657044
100,37,183018.63213983
100,38,187978.828720839
100,39,266910.229598743
100,40,369608.825936836
100,47,103347.53636751
100,51,117272.897587535
100,53,211876.040262739
100,62,119426.172710311
100,63,129447.141217881
100,64,125788.219944461
100,66,78882.5860596268
100,68,88154.0398147888
100,69,87825.2980487381
100,78,90901.3322762189
100,79,84244.2489928747
100,85,89873.0457158052
100,86,88307.7981315553
100,89,360283.135372787
100,90,387457.591889286
100,101,59890.231019584
100,102,59890.231019584
100,103,85479.5252819346
100,105,379103.146273552
100,146,118780.085274302
100,147,127288.484728014
100,149,53960.4944520427
100,150,156122.504463608
100,151,120813.775665873
101,1,358068.697281023
101,3,242397.434995666
101,5,223837.436372782
101,8,462672.768157597
101,10,462248.504088885
101,11,425505.020835746
101,14,233716.677069317
101,16,219797.984789779
101,17,217479.731370767
101,18,219797.984789779
101,20,437418.416733079
101,21,433758.741957829
101,22,195330.3377781
101,24,290047.736337389
101,25,215002.80409695
101,28,207662.682579916
101,34,296494.385833317
101,36,237045.856676067
101,37,211293.396158853
101,38,216253.592739862
101,39,295184.993617766
101,40,397883.589955859
101,47,131622.300386531
101,51,145547.661606556
101,53,240150.804281762
101,62,74386.7313534662
101,63,84407.6998610364
101,64,80748.7785876164
101,66,67027.897132482
101,68,61641.6946956541
101,69,61312.9529296034
101,78,77140.4855909295
101,79,77504.290334732
101,85,63396.3297136451
101,86,61831.0821293953
101,89,388557.89939181
101,90,415732.355908309
101,100,59890.2310195841
101,102,0
101,103,38427.2388416944
101,105,407377.910292576
101,146,147054.849293325
101,147,126497.439102866
101,149,79284.008078402
101,150,155331.45883846
101,151,120022.730040724
102,1,358068.697281023
102,3,242397.434995666
102,5,223837.436372782
102,8,462672.768157597
102,10,462248.504088885
102,11,425505.020835746
102,14,233716.677069317
102,16,219797.984789779
102,17,217479.731370767
102,18,219797.984789779
102,20,437418.416733079
102,21,433758.741957829
102,22,195330.3377781
102,24,290047.736337389
102,25,215002.80409695
102,28,207662.682579916
102,34,296494.385833317
102,36,237045.856676067
102,37,211293.396158853
102,38,216253.592739862
102,39,295184.993617766
102,40,397883.589955859
102,47,131622.300386531
102,51,145547.661606556
102,53,240150.804281762
102,62,74386.7313534662
102,63,84407.6998610364
102,64,80748.7785876164
102,66,67027.897132482
102,68,61641.6946956541
102,69,61312.9529296034
102,78,77140.4855909295
102,79,77504.290334732
102,85,63396.3297136451
102,86,61831.0821293953
102,89,388557.89939181
102,90,415732.355908309
102,100,59890.2310195841
102,101,0
102,103,38427.2388416944
102,105,407377.910292576
102,146,147054.849293325
102,147,126497.439102866
102,149,79284.008078402
102,150,155331.45883846
102,151,120022.730040724
103,1,383657.991543376
103,3,267986.729258019
103,5,249426.730635135
103,8,488262.06241995
103,10,487837.798351238
103,11,451094.315098099
103,14,259305.97133167
103,16,245387.279052132
103,17,243069.02563312
103,18,245387.279052132
103,20,463007.710995432
103,21,459348.036220182
103,22,220919.632040453
103,24,315637.030599742
103,25,240592.098359303
103,28,233251.976842269
103,34,322083.68009567
103,36,262635.15093842
103,37,236882.690421206
103,38,241842.887002215
103,39,320774.287880119
103,40,423472.884218212
103,47,157211.594648884
103,51,171136.955868909
103,53,265740.098544115
103,62,66972.1028396179
103,63,76993.0713471885
103,64,73334.1500737684
103,66,90308.2039324993
103,68,80237.5479847315
103,69,79837.5479847315
103,78,99352.6942529352
103,79,102861.995336747
103,85,82330.6596139818
103,86,80765.412029732
103,89,414147.193654163
103,90,441321.650170662
103,100,85479.5252819344
103,101,38427.2388416944
103,102,38427.2388416944
103,105,432967.204554929
103,146,172644.143555677
103,147,151855.144104882
103,149,104873.302340753
103,150,180689.163840477
103,151,145380.43504274
105,1,58632.8157299975
105,3,166139.684243101
105,5,223874.907587034
105,8,106741.837696896
105,10,106317.573628184
105,11,69574.0903750481
105,14,188097.605615902
105,16,206070.709403864
105,17,203752.455984852
105,18,206070.709403864
105,20,56664.0261858164
105,21,53004.3514105667
105,22,225142.429359666
105,24,135156.522810018
105,25,208459.252204038
105,28,219581.917117526
105,34,120289.712245403
105,36,191898.921177652
105,37,223448.698673963
105,38,210564.512411385
105,39,121634.294717403
105,40,77015.476178994
105,47,280757.116909699
105,51,285216.520357283
105,53,246887.620264703
105,62,466913.851983308
105,63,476934.82049088
105,64,473275.899217459
105,66,383663.391323126
105,68,417093.298455107
105,69,416764.556689057
105,78,399210.294356625
105,79,374880.420312126
105,85,418812.304356124
105,86,417247.056771874
105,89,27548.5291572496
105,90,28216.9027022298
105,100,379103.146273555
105,101,407377.910292577
105,102,407377.910292577
105,103,432967.204554928
105,146,306845.607812469
105,147,323095.159787459
105,149,349217.107318183
105,150,302948.573379123
105,151,329760.170123456
146,1,257536.394800916
146,3,141865.132515561
146,5,123429.835802085
146,8,362140.46567749
146,10,361716.201608778
146,11,324972.718355639
146,14,133309.07649862
146,16,119390.384219082
146,17,117072.13080007
146,18,119390.384219082
146,20,336886.114252972
146,21,333226.439477722
146,22,94798.035297994
146,24,189640.135766692
146,25,114595.203526253
146,28,107130.38009981
146,34,196086.78526262
146,36,136638.25610537
146,37,110761.093678747
146,38,115845.992169166
146,39,194777.393047069
146,40,297351.287475752
146,47,39237.0067743847
146,51,51607.0466972778
146,53,139743.203711064
146,62,206590.790984056
146,63,216611.759491629
146,64,212952.838218208
146,66,124767.182174551
146,68,158197.089306531
146,69,157868.34754048
146,78,140314.08520805
146,79,115984.211163553
146,85,159916.095207547
146,86,158350.847623297
146,89,288025.596911703
146,90,315200.053428202
146,100,118780.085274303
146,101,147054.849293326
146,102,147054.849293326
146,103,172644.143555677
146,105,306845.607812469
146,147,60613.7456657693
146,149,88894.0463189324
146,150,98549.5341569976
146,151,89795.8160664927
147,1,273785.946775911
147,3,158114.684490554
147,5,144967.310473074
147,8,378390.017652485
147,10,377965.753583773
147,11,341222.270330634
147,14,154846.551169609
147,16,140927.858890071
147,17,138609.605471058
147,18,140927.858890071
147,20,353135.666227967
147,21,349475.991452717
147,22,112511.208733486
147,24,211177.610437681
147,25,136132.678197241
147,28,124843.553535302
147,34,216550.722412152
147,36,158175.730776359
147,37,128474.267114239
147,38,137383.466840154
147,39,214533.126264102
147,40,313600.839450747
147,47,70876.9139602829
147,51,82284.9677248598
147,53,161280.678382054
147,62,181824.610099305
147,63,191317.739490752
147,64,187658.818217332
147,66,85299.6273144381
147,68,118729.534446416
147,69,118400.792680365
147,78,100846.530347936
147,79,76516.65630344
147,85,120448.540347432
147,86,118883.292763182
147,89,304275.148886698
147,90,331449.605403197
147,100,127288.484728015
147,101,126497.439102866
147,102,126497.439102866
147,103,151855.144104882
147,105,323095.159787463
147,146,60613.7456657693
147,149,120694.600192346
147,150,76660.5285593499
147,151,55989.4184815713
149,1,299907.894306627
149,3,184236.632021271
149,5,165676.633398386
149,8,404511.965183201
149,10,404087.701114489
149,11,367344.217861351
149,14,175555.87409492
149,16,161637.181815382
149,17,159318.92839637
149,18,161637.181815382
149,20,379257.613758684
149,21,375597.938983434
149,22,137169.534803704
149,24,231886.933362992
149,25,156842.001122553
149,28,149501.879605521
149,34,238333.58285892
149,36,178885.05370167
149,37,153132.593184457
149,38,158092.789765465
149,39,237024.190643369
149,40,339722.786981464
149,47,73461.4974121392
149,51,87386.8586321639
149,53,181990.001307365
149,62,138819.949769129
149,63,148840.9182767
149,64,145181.99700328
149,66,78058.1916527405
149,68,97364.0923886794
149,69,97035.3506226287
149,78,91316.2123158857
149,79,83419.8545859877
149,85,99083.0982896958
149,86,97517.850705446
149,89,330397.096417414
149,90,357571.552933913
149,100,53960.4944520427
149,101,79284.0080784019
149,102,79284.0080784019
149,103,104873.302340753
149,105,349217.10731818
149,146,88894.0463189325
149,147,120694.600192346
149,150,153651.844492338
149,151,119989.381258986
150,1,253639.360367568
150,3,137430.936012876
150,5,145798.651267068
150,8,358243.431244142
150,10,357819.16717543
150,11,321075.683922291
150,14,155677.891963602
150,16,141759.199684065
150,17,139440.946265052
150,18,141759.199684065
150,20,332989.079819624
150,21,329329.405044374
150,22,104573.567521563
150,24,197505.32428686
150,25,136964.018991235
150,28,112648.632896254
150,34,196404.136003809
150,36,159007.071570352
150,37,116279.346475191
150,38,138214.807634148
150,39,194386.539855759
150,40,293454.253042404
150,47,99726.9323589955
150,51,107971.204268995
150,53,162112.019176048
150,62,210658.6298349
150,63,220151.759226347
150,64,216492.837952927
150,66,110392.589767692
150,68,147011.302868902
150,69,146682.561102851
150,78,125939.49280119
150,79,101609.618756694
150,85,148730.308769918
150,86,147165.061185668
150,89,284128.562478355
150,90,311303.018994854
150,100,156122.504463609
150,101,155331.45883846
150,102,155331.45883846
150,103,180689.163840476
150,105,302948.57337912
150,146,98549.5341569975
150,147,76660.5285593498
150,149,153651.844492338
150,151,44090.0095496701
151,1,280450.957111903
151,3,164242.532757211
151,5,158225.460851827
151,8,385055.027988477
151,10,384630.763919765
151,11,347887.280666626
151,14,168104.701548362
151,16,154186.009268824
151,17,151867.755849811
151,18,154186.009268824
151,20,359800.676563959
151,21,356141.001788709
151,22,120442.806124527
151,24,224316.921031195
151,25,149390.828575994
151,28,132775.150926343
151,34,223215.732748144
151,36,171433.881155112
151,37,136405.86450528
151,38,150641.617218907
151,39,221198.136600094
151,40,320265.849786739
151,47,98100.2142753328
151,51,108131.296432628
151,53,174538.828760807
151,62,175349.901037163
151,63,184843.03042861
151,64,181184.10915519
151,66,71007.1367812907
151,68,109246.974704847
151,69,108918.232938797
151,78,87715.34071379
151,79,60300.193453661
151,85,110965.980605864
151,86,109400.733021614
151,89,310940.15922269
151,90,338114.615739189
151,100,120813.775665873
151,101,120022.730040725
151,102,120022.730040725
151,103,145380.43504274
151,105,329760.170123455
151,146,89795.8160664928
151,147,55989.4184815713
151,149,119989.381258986
151,150,44090.0095496702
